// Req. No.,Function Code,Master Device Address (Data Address),Data Size (Number of 16 bit registers),Slave Number (Modbus Slave Address),Modbus Slave Address (Data Address)
1,3,D5000,2,1,400001,analog_output0
2,16,D5000,2,1,400001,analog_output0
1,3,D5002,2,2,400001,analog_output0
2,16,D5002,2,2,400001,analog_output0
1,3,D5004,2,3,400001,analog_output0
2,16,D5004,2,3,400001,analog_output0
1,3,D5006,2,4,400001,analog_output0
2,16,D5006,2,4,400001,analog_output0
1,3,D5008,2,5,400001,analog_output0
2,16,D5008,2,5,400001,analog_output0
1,3,D5010,2,6,400001,analog_output0
2,16,D5010,2,6,400001,analog_output0
1,3,D5012,2,1,400003,analog_output1
2,16,D5012,2,1,400003,analog_output1
1,3,D5014,2,2,400003,analog_output1
2,16,D5014,2,2,400003,analog_output1
1,3,D5016,2,3,400003,analog_output1
2,16,D5016,2,3,400003,analog_output1
1,3,D5018,2,4,400003,analog_output1
2,16,D5018,2,4,400003,analog_output1
1,3,D5020,2,5,400003,analog_output1
2,16,D5020,2,5,400003,analog_output1
1,3,D5022,2,6,400003,analog_output1
2,16,D5022,2,6,400003,analog_output1
1,3,D5024,2,1,400005,isp_mode
2,16,D5024,2,1,400005,isp_mode
1,3,D5026,2,2,400005,isp_mode
2,16,D5026,2,2,400005,isp_mode
1,3,D5028,2,3,400005,isp_mode
2,16,D5028,2,3,400005,isp_mode
1,3,D5030,2,4,400005,isp_mode
2,16,D5030,2,4,400005,isp_mode
1,3,D5032,2,5,400005,isp_mode
2,16,D5032,2,5,400005,isp_mode
1,3,D5034,2,6,400005,isp_mode
2,16,D5034,2,6,400005,isp_mode
1,3,D5036,2,1,400007,slave_address_unlock
2,16,D5036,2,1,400007,slave_address_unlock
1,3,D5038,2,2,400007,slave_address_unlock
2,16,D5038,2,2,400007,slave_address_unlock
1,3,D5040,2,3,400007,slave_address_unlock
2,16,D5040,2,3,400007,slave_address_unlock
1,3,D5042,2,4,400007,slave_address_unlock
2,16,D5042,2,4,400007,slave_address_unlock
1,3,D5044,2,5,400007,slave_address_unlock
2,16,D5044,2,5,400007,slave_address_unlock
1,3,D5046,2,6,400007,slave_address_unlock
2,16,D5046,2,6,400007,slave_address_unlock
1,3,D5048,1,1,400009,slave_address
2,16,D5048,1,1,400009,slave_address
1,3,D5049,1,2,400009,slave_address
2,16,D5049,1,2,400009,slave_address
1,3,D5050,1,3,400009,slave_address
2,16,D5050,1,3,400009,slave_address
1,3,D5051,1,4,400009,slave_address
2,16,D5051,1,4,400009,slave_address
1,3,D5052,1,5,400009,slave_address
2,16,D5052,1,5,400009,slave_address
1,3,D5053,1,6,400009,slave_address
2,16,D5053,1,6,400009,slave_address
1,3,D5054,2,1,400011,clear_faults
2,16,D5054,2,1,400011,clear_faults
1,3,D5056,2,2,400011,clear_faults
2,16,D5056,2,2,400011,clear_faults
1,3,D5058,2,3,400011,clear_faults
2,16,D5058,2,3,400011,clear_faults
1,3,D5060,2,4,400011,clear_faults
2,16,D5060,2,4,400011,clear_faults
1,3,D5062,2,5,400011,clear_faults
2,16,D5062,2,5,400011,clear_faults
1,3,D5064,2,6,400011,clear_faults
2,16,D5064,2,6,400011,clear_faults
1,3,D5066,2,1,400013,start_data_read
2,16,D5066,2,1,400013,start_data_read
1,3,D5068,2,2,400013,start_data_read
2,16,D5068,2,2,400013,start_data_read
1,3,D5070,2,3,400013,start_data_read
2,16,D5070,2,3,400013,start_data_read
1,3,D5072,2,4,400013,start_data_read
2,16,D5072,2,4,400013,start_data_read
1,3,D5074,2,5,400013,start_data_read
2,16,D5074,2,5,400013,start_data_read
1,3,D5076,2,6,400013,start_data_read
2,16,D5076,2,6,400013,start_data_read
1,4,D5078,32,1,300001,version
1,4,D5110,32,2,300001,version
1,4,D5142,32,3,300001,version
1,4,D5174,32,4,300001,version
1,4,D5206,32,5,300001,version
1,4,D5238,32,6,300001,version
1,4,D5270,32,1,300033,firmware_version
1,4,D5302,32,2,300033,firmware_version
1,4,D5334,32,3,300033,firmware_version
1,4,D5366,32,4,300033,firmware_version
1,4,D5398,32,5,300033,firmware_version
1,4,D5430,32,6,300033,firmware_version
1,4,D5462,32,1,300065,compile_date
1,4,D5494,32,2,300065,compile_date
1,4,D5526,32,3,300065,compile_date
1,4,D5558,32,4,300065,compile_date
1,4,D5590,32,5,300065,compile_date
1,4,D5622,32,6,300065,compile_date
1,4,D5654,32,1,300097,compile_time
1,4,D5686,32,2,300097,compile_time
1,4,D5718,32,3,300097,compile_time
1,4,D5750,32,4,300097,compile_time
1,4,D5782,32,5,300097,compile_time
1,4,D5814,32,6,300097,compile_time
1,4,D5846,20,1,300129,serial_number
1,4,D5866,20,2,300129,serial_number
1,4,D5886,20,3,300129,serial_number
1,4,D5906,20,4,300129,serial_number
1,4,D5926,20,5,300129,serial_number
1,4,D5946,20,6,300129,serial_number
1,4,D5966,1,1,300149,fault_status
1,4,D5967,1,2,300149,fault_status
1,4,D5968,1,3,300149,fault_status
1,4,D5969,1,4,300149,fault_status
1,4,D5970,1,5,300149,fault_status
1,4,D5971,1,6,300149,fault_status
1,4,D5972,2,1,300151,p5_micro_volts
1,4,D5974,2,2,300151,p5_micro_volts
1,4,D5976,2,3,300151,p5_micro_volts
1,4,D5978,2,4,300151,p5_micro_volts
1,4,D5980,2,5,300151,p5_micro_volts
1,4,D5982,2,6,300151,p5_micro_volts
1,4,D5984,2,1,300153,p5_reading
1,4,D5986,2,2,300153,p5_reading
1,4,D5988,2,3,300153,p5_reading
1,4,D5990,2,4,300153,p5_reading
1,4,D5992,2,5,300153,p5_reading
1,4,D5994,2,6,300153,p5_reading
1,4,D5996,2,1,300155,p23_micro_volts
1,4,D5998,2,2,300155,p23_micro_volts
1,4,D6000,2,3,300155,p23_micro_volts
1,4,D6002,2,4,300155,p23_micro_volts
1,4,D6004,2,5,300155,p23_micro_volts
1,4,D6006,2,6,300155,p23_micro_volts
1,4,D6008,2,1,300157,p23_reading
1,4,D6010,2,2,300157,p23_reading
1,4,D6012,2,3,300157,p23_reading
1,4,D6014,2,4,300157,p23_reading
1,4,D6016,2,5,300157,p23_reading
1,4,D6018,2,6,300157,p23_reading
1,4,D6020,2,1,300159,vlo_micro_volts
1,4,D6022,2,2,300159,vlo_micro_volts
1,4,D6024,2,3,300159,vlo_micro_volts
1,4,D6026,2,4,300159,vlo_micro_volts
1,4,D6028,2,5,300159,vlo_micro_volts
1,4,D6030,2,6,300159,vlo_micro_volts
1,4,D6032,2,1,300161,vlo_reading
1,4,D6034,2,2,300161,vlo_reading
1,4,D6036,2,3,300161,vlo_reading
1,4,D6038,2,4,300161,vlo_reading
1,4,D6040,2,5,300161,vlo_reading
1,4,D6042,2,6,300161,vlo_reading
1,4,D6044,2,1,300163,thermistor_temp_spi
1,4,D6046,2,2,300163,thermistor_temp_spi
1,4,D6048,2,3,300163,thermistor_temp_spi
1,4,D6050,2,4,300163,thermistor_temp_spi
1,4,D6052,2,5,300163,thermistor_temp_spi
1,4,D6054,2,6,300163,thermistor_temp_spi
1,4,D6056,2,1,300165,thermistor_temp_mcu
1,4,D6058,2,2,300165,thermistor_temp_mcu
1,4,D6060,2,3,300165,thermistor_temp_mcu
1,4,D6062,2,4,300165,thermistor_temp_mcu
1,4,D6064,2,5,300165,thermistor_temp_mcu
1,4,D6066,2,6,300165,thermistor_temp_mcu
1,4,D6068,2,1,300167,data_frequency
1,4,D6070,2,2,300167,data_frequency
1,4,D6072,2,3,300167,data_frequency
1,4,D6074,2,4,300167,data_frequency
1,4,D6076,2,5,300167,data_frequency
1,4,D6078,2,6,300167,data_frequency
1,4,D6080,2,1,300169,p3_3_micro_volts
1,4,D6082,2,2,300169,p3_3_micro_volts
1,4,D6084,2,3,300169,p3_3_micro_volts
1,4,D6086,2,4,300169,p3_3_micro_volts
1,4,D6088,2,5,300169,p3_3_micro_volts
1,4,D6090,2,6,300169,p3_3_micro_volts
1,4,D6092,2,1,300171,p3_3_reading
1,4,D6094,2,2,300171,p3_3_reading
1,4,D6096,2,3,300171,p3_3_reading
1,4,D6098,2,4,300171,p3_3_reading
1,4,D6100,2,5,300171,p3_3_reading
1,4,D6102,2,6,300171,p3_3_reading
